Country Name En,Unit Name,2022,2022 Flag,2021,2021 Flag,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag
Dominica,Tonnes - live weight,290,E,287.97,A,527,A,860.4,A,762,A,784,A,809,E,990,A,1029,A,527,A,625,A,662,A,700,E,772,A,699,A,677,A,694,A,579,A,700,E,950,E,1198,A,1200,E,1200,E
Dominican Republic,Tonnes - live weight,18010,E,17666.9,A,14064.13,A,16065.998,A,13920.445,A,15724.554,A,14640.693,A,11894.877,A,13783.527,A,13188.562,A,13662.824,A,14005,A,14490,A,14233,A,15382,A,13709,A,12956,A,11193,A,14223,A,18097,A,17261,A,13217,A,11015,A
Ecuador,Number,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Ecuador,Tonnes - live weight,688326.211,A,863105.52,A,636338.65,A,608160.186,A,597754,A,623124,A,709181,A,632571,A,656448,A,509031,A,501881,A,508793,A,399874,A,498679,A,505571,A,408926,A,469060,A,464387,A,356774,A,399526,A,319169,A,587770,A,596489,A
Egypt,Tonnes - live weight,440197,A,425770,A,418684,A,397043.34,A,373286,A,370959.67,A,335614.335,A,344113,A,344792.08,A,356858.086,A,354237.7,A,375355,A,385210,A,387399,A,373816,A,372492,A,375895,A,349554,A,393495,A,431124,A,425163,A,428634,A,384315,A
El Salvador,Tonnes - live weight,60114.992,E,59019.884,A,59674.408,A,51648.695,A,57131.441,A,59600.343,A,58558.09,A,54513,A,63296,A,52147,A,52060,E,54403,A,39583,A,48424,A,53287,A,54664,A,43218,A,41114,A,42415,A,35484,A,35943,A,19609,A,9590,A
Equatorial Guinea,Tonnes - live weight,6610.139,E,6307.128,E,5958.271,E,6417.721,E,6407.614,E,6377,E,6455.293,E,6423.256,E,6067.919,E,6926.149,E,7834,E,7115,A,7376,A,7669,A,5400,A,4533,E,4000,E,3750,E,3500,E,3550,E,3550,E,3600,E,3634,A
Eritrea,Tonnes - live weight,1590.564,A,1489.163,A,3740,E,5440.39,A,5648.242,A,3929.621,A,3306.124,A,6230.82,A,3695.716,A,3616.683,A,3924.352,A,2939,A,3586,A,3330,A,1965,A,2232,A,8813,A,4027,A,7404,A,6689,A,7852,A,8880,A,12712,A
Estonia,Tonnes - live weight,73938.728,A,72235.521,A,74142.479,A,86755,A,87051,A,82820,A,75656,A,73195,A,68883,A,69454,A,66613,A,81580,A,95731,A,98504,A,102580,A,99444,A,86884,A,99581,A,88625,A,80208,A,102365,A,105492,A,113347,A
Eswatini,Tonnes - live weight,65,E,65,E,60,E,65,E,65,E,65,E,65,E,65,E,65,E,60,E,60,E,60,E,60,E,60,E,60,E,60,E,60,E,60,E,60,E,60,E,60,E,50,E,50,E
Ethiopia,Number,,,,,,,,,,,,,,,,,,,,,0,A,0,A,0,A,0,A,492,A,540,A,727,A,347,A,446,A,900,A,220,A,42,A,44,A
Ethiopia,Tonnes - live weight,101400,A,73140,A,60002,A,59000.892,A,63720.762,A,56001.1,A,50421.245,A,50489,A,50119,A,38371,A,28721,A,24041,A,18058,A,17047,A,16770,A,13254,A,9890,A,9450,A,10005,A,9213,A,12300,A,15390,A,15681,A
Falkland Islands (Malvinas),Number,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Falkland Islands (Malvinas),Tonnes - live weight,113821,A,108944.999,A,64725.574,A,85398.67,A,91829.987,A,67027.401,A,59130.526,A,54296.942,A,71178.475,A,60487.7,A,85943.6,A,66978,A,99560,A,62747,A,81708,A,72147,A,75288,A,84546,A,55369,A,74898,A,53261,A,68332,A,75479,A
Faroe Islands,Number,631,A,2089,A,576,A,694,A,885,A,1699,A,304,A,503,A,56,A,1535,A,716,A,726,A,1142,A,99,A,8,A,0,A,0,A,613,A,1343,A,692,A,1424,A,1472,A,843,A
Faroe Islands,Tonnes - live weight,605910.1,A,540602.9,A,650872.1,A,653119.3,A,660056,A,701892,A,568435,A,585564,A,542836,A,487140,A,360471,A,354956,A,393875,A,351018,A,518267,A,620834,A,623122,A,565260,A,599386,A,620991,A,525991,A,515909,A,454399,A
Fiji,Tonnes - live weight,32626.198,E,33009.497,E,37597.123,E,41698.869,E,42729.413,E,47500,E,44826,E,41266,E,43312,E,42639,E,46851,E,46907,A,41943,E,46387,E,46595,E,47247,A,48733,A,47390,E,49632.66,A,37237.8,A,40320,E,45106,A,42366,E
Finland,Number,574,A,698,A,576,A,582,A,423,A,434,A,272,A,172,A,191,A,128,A,177,A,298,A,350,A,475,A,360,A,218,A,157,A,312,A,291,A,233,A,130,A,90,A,30,A
Finland,Tonnes - live weight,122684,A,133282,A,148569,A,163917.278,A,175200.386,A,190625,A,192881,A,182865,A,182956,A,167787,A,162321,A,153702,A,156097,A,154626,A,148666,A,164677,A,149446,A,131733,A,135422,A,121874,A,142302,A,149977,A,156428,A
France,Number,,,,,,,0,A,83,A,80,A,41,A,1,A,0,A,3,A,0,A,152,A,10,A,160,A,41,A,48,A,76,A,139,A,148,A,121,A,272,A,173,A,271,A
France,Tonnes - live weight,534875.614,A,510779.523,A,478461.629,A,524109.45,A,578656.351,A,554362.335,A,558484.854,A,541787.993,A,548075.038,A,540519.897,A,473308.788,A,502005.998,A,452243.5,A,440199.3,A,500162.8,A,553685.7,A,595153.9,A,598482.8,A,664898.2,A,709038.7,A,701925,A,671905.7,A,694452.6,A
French Guiana,Number,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,1,A,3,A,1,A,0,A,0,A
French Guiana,Tonnes - live weight,2300,A,2495.145,A,1722.545,A,2775.324,A,2765.814,A,3029.961,A,3626.399,A,3683.007,A,2743.244,A,2485.063,A,2280.85,A,4422.74,A,4339.026,A,3609.206,A,3522.94,A,4857,A,4442,A,5285,A,5514,E,5565,E,4782,E,4599,E,4837,E
French Polynesia,Tonnes - live weight,11582.983,A,13243.01,A,12180.01,A,13261.04,A,13043.05,A,12396.01,A,12813.623,A,14105.225,A,15277.83,A,14503.888,A,14343.168,A,12801.606,A,13043.733,A,13373.98,A,12284,A,13177,A,12778,A,11589,A,12306,E,13604,E,15287.891,A,15189,A,13894.32,A
French Southern Territories,Tonnes - live weight,420,E,420,E,410,E,420,E,420,E,420,E,420,E,400,E,430,E,450,E,480,E,480,E,480,E,480,E,480,E,472,A,472,A,263,A,263,A,463,A,414,A,263,A,272,A
Gabon,Tonnes - live weight,31010,E,29840,E,28880,E,29000,E,29000,E,29000,E,31000,E,33000,E,36855,A,36600,E,36500,E,36522,E,32692,E,29589,E,31326,E,37814,E,41521,A,43863,A,46072,A,45479,A,41570,A,42871,A,47826,A
Gambia,Tonnes - live weight,53946.5,A,53171.988,A,50989.752,A,56198.663,A,49526,A,60461,A,58261,A,55968,A,51500,A,43726,A,36062,A,41500,E,46624,A,45884,A,42881,A,43574,A,37477,A,34955,A,32817,A,37366,A,37405,A,34527,A,29016,A
Georgia,Tonnes - live weight,197788.377,E,197575.054,E,207150,E,251755.456,A,203523.507,E,137423.372,A,44708.688,A,22520,E,19020,E,15520,E,12070,A,26547,A,46049,A,50026,A,48443,A,44068,A,14746,A,9974,A,11988,A,3306,A,1811,A,1636,A,1791,A
Germany,Number,11,A,16,A,16,A,14,A,0,A,0,A,15,A,0,A,0,A,9,A,0,A,5,A,4,A,8,A,8,A,27,A,9,A,4,A,5,A,10,A,8,A,8,A,5,A
Germany,Tonnes - live weight,179721,A,187652.267,A,212094.561,A,224394.8,A,279213,A,248237,A,271185,A,261744,A,242743,A,235107,A,214408,A,233883,A,243146,A,244047,A,274281,A,290511,A,293037,A,281368,A,258343,A,257647,A,221772,A,209142,A,204084,A
Ghana,Tonnes - live weight,519627.27,A,392761.55,A,370686.15,A,317305.72,A,358743.369,A,367767.76,A,323916.57,A,344060.9,A,323425.173,A,289884.75,A,356346.586,A,349760.31,A,351458.651,A,304584,A,342518.142,A,331175,A,378643,A,381637.88,A,420443.403,A,393547,A,375182,A,450353,A,454346,A
Gibraltar,Tonnes - live weight,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E
Greece,Tonnes - live weight,65494.798,A,59631.872,A,71476.001,A,83173.701,A,77716.2,A,78315.3,A,75534.5,A,65371.82,A,61260.7,A,64169.778,A,61044.2,A,63246.5,A,70179.8,A,83181.8,A,85885.3,A,96095.8,A,98239.7,A,92430.5,A,93891.4,A,93781.4,A,96078.9,A,94196.4,A,99343.7,A
Greenland,Number,64633,A,99463,A,97994,A,104352,A,105500,A,96009,A,111604,A,126877,A,135954,A,138086,A,122843,A,144132,A,159736,A,145756,A,159890,A,164500,A,192886,A,196299,A,162140,A,161141,A,160972,A,178043,A,192077,A
Greenland,Tonnes - live weight,307055,A,271027,A,259209,A,265179,A,301052,A,310741,A,273175,A,268371,A,292441,A,275432,A,222894,A,214493,A,209446,A,214667,A,241899,A,233754,A,252959,A,234864,A,212988,A,175321,A,195624,A,158485,A,159711,A
Grenada,Tonnes - live weight,1855.619,E,1211.56,E,1893.891,E,2048.888,E,2540.427,A,2444.164,A,2740.27,A,2472.512,E,2665,A,2856.665,A,2379.633,A,2411.465,A,2182,A,2648,A,2386,A,2207,A,2163,A,2048,A,2039,A,2544,A,2171,A,2250,A,1701,A
Guadeloupe,Tonnes - live weight,1635,A,2276.005,A,2709.27,A,2855.306,A,2800.424,A,3250.432,A,3316.53,A,3362.644,A,3113.062,A,3530.352,A,3433.073,A,4307.921,A,3663.537,A,3975.498,A,3850.106,A,6000,E,6400,E,6800,E,7200,E,7600,E,8000,E,8400,E,8800,E
Guam,Tonnes - live weight,351.5,A,25.68,A,47.13,A,90.187,A,94.844,A,152.457,A,69.771,A,71.603,A,87.423,A,108.679,A,101.485,A,120.505,A,167.786,A,462,A,329,A,326,A,418,A,280,A,532,A,456,A,435,A,673,A,624,A
Guatemala,Tonnes - live weight,16256.649,A,11082.064,A,11489.612,A,15714.257,A,14075.113,A,15375.711,A,15981.699,A,15153.769,A,18075.603,A,17686.4,A,15291.252,A,19844.498,E,22332,A,20149,A,23291,A,17965,A,17569,A,18979,A,10012,E,23696,A,23427,A,29704,A,39203,A
Guinea,Number,,,,,,,,,,,,,,,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,
Guinea,Tonnes - live weight,334870,E,325120,E,309570,E,359837,A,293007,A,321169,A,159402,A,184652,A,207348,A,230049,A,198282,A,184962,A,113504,A,127746,A,94513,A,82073,A,104718,A,109138,A,97730,A,121925,A,93754,A,105404,A,91513,A
Guinea-Bissau,Tonnes - live weight,63835,E,63221,E,62392.458,A,60150,E,52253.645,A,38350,E,28450,E,21150,E,15750,E,11750,E,8750,E,6549,E,6584,E,6721,E,6804,E,6500,E,7067,E,6983,E,6650,E,6153,E,7324,E,6848,E,6315,E
Guyana,Number,,,,,1337,A,1485,A,11320,A,16983,A,1590,A,21363,A,34972,A,29978,A,19707,A,28789,A,20682,A,28731,A,24500,A,17661,A,4525,A,3079,A,3948,A,3806,A,9208,A,6816,A,10559,A
Guyana,Tonnes - live weight,36253.455,A,34216.25,A,39986.9,A,39087,A,41388,A,42977,A,42142,A,36558,A,37746,A,49268,A,53844,A,43185,A,45188,A,43605,A,42168,A,47448,A,53763,E,53370,A,56719,A,59695,A,48017,A,53405,A,48887,A
Haiti,Tonnes - live weight,16710,E,16220,E,16350,E,16350,E,16350,E,16510,E,16510,E,16510,E,16510,E,16510,E,16510,E,16530,E,13710,E,16010,A,14810,E,13510,E,12260,E,11010,E,9660,E,8310,A,8110,E,7810,E,7410,E
Honduras,Number,,,,,,,,,,,,,,,,,,,,,350,A,200,A,3,A,1090,A,1944,A,54,A,111,A,76,A,197,A,0,A,0,A,0,A,0,A
Honduras,Tonnes - live weight,20193,E,21680,A,15846,A,11947,A,12123,A,11652,A,13074,A,12841,A,9574,A,12809,A,11202,A,10214,A,12075,A,12408,A,14160,A,16636,A,22546,A,21139,A,17569,A,17343,A,15789,A,22292,A,17915,A
Hungary,Tonnes - live weight,4597.022,A,4600.536,A,5483.12,A,4836,A,5249,A,5636,A,5091,A,5926,A,7463,A,6472,A,6717,A,7048,A,6216,A,6366,A,7394,A,7024,A,7543,A,7609,A,7242,A,6536,A,6750,A,6638,A,7101,A
Iceland,Number,148,A,1,A,3,A,0,A,152,A,17,A,46,A,184,A,161,A,333,A,196,A,245,A,337,A,206,A,126,A,45,A,69,A,261,A,391,A,39,A,138,A,0,A,1,A
Iceland,Tonnes - live weight,1434724.472,A,1171229.402,A,1039086.2,A,1066888,A,1279500,A,1203786,A,1092966,A,1347485,A,1095508,A,1380229,A,1466751,A,1164914,A,1081655,A,1164432,A,1306593,A,1421057,A,1348043,A,1685753,A,1755172,A,2008658,A,2149508,A,2003941,A,2000046,A
India,Tonnes - live weight,5539024.996,E,5024905.001,E,4658197.001,E,5477099.999,E,5336182.999,E,5550953.001,E,5196946.024,E,4862038.515,E,4999493.433,E,4665438.457,A,4895142.409,A,4336131.999,A,4715816,A,4094755.999,A,4128727,A,3890293,A,3877337,A,3725361.999,A,3426509.001,A,3757899,A,3783853,A,3817092,A,3726427,A
Indonesia,Number,2705,A,3501,A,2721,A,6739,A,7722,A,6578,A,10688,A,21216,A,20308,A,14146,A,17860,A,16780,A,11752,A,12251,A,16306,A,17910,A,20400,A,18302,A,14467,A,11558,A,15228,A,13402,A,10387,A
Indonesia,Tonnes - live weight,7398555.409,A,7224500.587,A,6989080.158,A,7335060.469,A,7361120.915,A,7037821.062,A,6581114.855,A,6735639.15,A,6528638.31,A,6142410.121,A,5864409.363,A,5759674,A,5390461,A,5115756,A,5002765,A,5042176,A,4798414,A,4703117,A,4739638,A,4698733,A,4404801,A,4335940,A,4158534.6,A
Iran (Islamic Republic of),Tonnes - live weight,811552.11,E,779465.744,A,790900.043,A,824550.001,A,828393.655,A,782479.998,A,689721.999,A,631122.001,A,620426.999,A,553776.001,A,537270.998,A,487633,A,443650,A,420372,A,407842,A,402767,A,445879,A,410567,A,369990,A,350123,A,324838,A,351142,A,383991,A
Iraq,Tonnes - live weight,44550,E,43679.679,E,34770.171,A,40069,A,36936,A,35220,A,31300,A,27296,A,59000,A,56853,A,51077,A,31541,A,19348,A,28245,A,34580,A,53032,A,59075,A,26008,E,12936,A,17200,A,26000,A,33300,A,20767,A
Ireland,Number,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,1,A,12,A,0,A,0,A,0,A,2,A,11,A,0,A,8,A,8,A,22,A,2,A,5,A
Ireland,Tonnes - live weight,203538.766,A,234158.918,A,208502.065,A,238443.651,A,251240.955,A,276329.842,A,259855.358,A,264370.535,A,306423.736,A,275949.827,A,305426.855,A,243454.943,A,348441,A,298584,A,234819,A,244368,A,241277,A,297181,A,310570,A,301218,A,318720,A,392528,A,312392,A
Isle of Man,Tonnes - live weight,3041,E,3041.323,A,2742.95,A,2939,A,4431,A,6759,A,7040,A,7781,A,3755,A,5745,A,6172,A,6844,A,4814,A,3555,A,2770,A,3812,A,2579,A,2764,A,2627,A,2984,A,3127,A,3112,A,3552,A
Israel,Number,,,,,,,,,,,,,,,27,A,,,,,18,A,0,A,0,A,2,A,0,A,0,A,0,A,0,A,0,A,0,A,699,A,2295,A,1894,A
Israel,Tonnes - live weight,2055,E,2035,E,2016,E,2046,E,2048,E,2054,E,1588,A,2097,E,2042,E,1983,A,3224,A,2575,A,2612,A,2712,A,2708,E,3435,A,3820,A,4151,A,3340,A,4055,A,5043,A,5024,A,5818,A
Italy,Number,,,4,A,6,A,7,A,0,A,0,A,0,A,0,A,0,A,0,A,14,A,12,A,3,A,0,A,9,A,7,A,1,A,22,A,6,A,10,A,11,A,0,A,24,A
Italy,Tonnes - live weight,143645.524,A,151728.991,A,141177.031,A,186078.528,A,206936.705,A,197389.399,A,197090.873,A,198768.7,A,183451.417,A,177915.511,A,202430.399,A,217829.701,A,234960.5,A,254520,A,237619.5,A,289479.45,A,317852.7,A,298584.1,A,288939.8,A,297700.8,A,271902.1,A,312408.7,A,304156.85,A
Jamaica,Tonnes - live weight,12529.49,A,13231,A,12874.92,A,13475,A,15346,A,19267,A,17307,A,17025,A,15204,A,18349,A,15383,A,17998,A,15390,A,16154,A,13055,A,16398,A,17703,A,13096,A,13471,A,12482,A,14892,A,14319,A,5540,A
Japan,Number,1640,A,1553,A,2371,A,2711,A,2617,A,3151,A,2954,A,3032,A,3572,A,3301,A,2652,A,3890,A,7543,A,12357,A,10161,A,14173,A,15374,A,17083,A,16736,A,17955,A,19268,A,19072,A,19396,A
Japan,Tonnes - live weight,2967756.199,A,3254272.669,A,3267503.217,A,3260033.478,A,3380907.348,A,3276568.482,A,3296035.281,A,3500278.53,A,3735077.953,A,3737616.397,A,3756439.801,A,3873951.421,A,4188376.309,A,4230700.65,A,4441302.615,A,4430071.55,A,4451205.34,A,4440914.196,A,4451151.71,A,4800065.744,A,4501728.24,A,4835571.5,A,5191575.05,A
Jordan,Tonnes - live weight,675,E,665,E,583.945,A,678.738,A,664.86,A,634.45,A,601.128,A,604.323,A,646.169,A,542.252,E,606.518,E,500,E,486,A,569,A,500,A,506,A,497,A,510,A,494,A,481,A,526,A,520,A,550,A
Kazakhstan,Number,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Kazakhstan,Tonnes - live weight,42691.9,A,41457.329,A,42597.376,A,45644.602,A,37283.141,A,41319.995,A,41334.543,A,40461,A,37137,A,34692,A,36939,A,34896,A,46827,A,38170,A,51267,A,34201,A,30045,A,37621,A,33306,A,25195,A,24668,A,22960,A,36620,E
Kenya,Number,,,3922,A,6250,A,6152,A,7946,A,8130,A,5959,A,6504,A,6229,A,6332,A,6403,A,4180,A,5259,A,6906,A,4504,A,6354,A,8710,A,10950,A,3862,A,3811,A,3967,A,4250,A,3460,A
Kenya,Tonnes - live weight,145801.458,A,141296.884,A,130165.338,A,130730.83,A,136213.523,A,154889.156,A,135106.199,A,165152,A,169169.1,A,163133,A,158743,A,181450,A,140607,A,134157,A,136109,A,132282,A,159266,A,147920,A,127297.074,A,120532,A,145164.334,A,164760.324,A,215798.911,A
Kiribati,Tonnes - live weight,203294.048,A,191128.548,A,212750.294,A,238698.33,A,197900.529,A,162549,A,174273,A,145976,A,116963,A,81409.018,A,77531.662,A,62907.026,A,43116,A,39426,A,27299,A,34170,A,25661,E,30562,E,31061,E,33712,A,36694,A,33280,A,35446,A
Kuwait,Tonnes - live weight,1886,A,3525,E,3095,E,3016,A,2871,A,3978,A,5187,A,3859,A,3840,A,4307,A,3686,A,4038,A,6373,A,4708,A,3979,A,4373,A,5635,A,4895,A,5061,A,4060,A,5360,A,5846,A,6978,A
Kyrgyzstan,Tonnes - live weight,31,A,22,E,20,E,20,E,19,A,90,E,89,A,31,A,227,A,120,E,90,E,60,E,27,A,10,E,8,A,14,E,37,E,26,E,7,E,63,E,151,E,180,E,52,E
Lao People's Democratic Republic,Tonnes - live weight,72420,E,71000,E,70001,E,64701,E,60508,E,59069,E,57400,E,62635,E,60237,E,38946,E,34106,E,34000,E,30900,A,30800,E,29200,E,28410,E,26925,E,26560,E,29800,E,29800,E,33440,E,31000,E,29250,E
Latvia,Tonnes - live weight,61508,A,61658.11,A,64989,A,71385,A,73144,A,69411.6,A,114278,A,81340,A,119536,A,116029,A,94404,A,154310,A,164819,A,163213,A,157934,A,155276,A,140389,A,150618,A,125391,A,114543,A,117553,A,128176,A,136403,A
Lebanon,Tonnes - live weight,2620,E,2580,E,2455,E,2619.8,A,2796,A,3617,A,4291,A,3638,A,2998,A,3100,E,3200,E,3300,E,3400,E,3500,E,3600,E,3700,E,3811,A,3798,A,3866,A,3898,A,3970,A,3670,A,3666,A
Lesotho,Tonnes - live weight,79,A,75,E,67,E,57,E,52,E,52,E,52,E,52,E,52,A,50,A,50,A,45,A,45,A,45,A,50,A,48,A,45,A,45,A,45,A,42,A,40,A,24,A,32,A
Liberia,Tonnes - live weight,29338,A,25169.139,A,31661.669,A,16134.015,A,14122.299,A,11974.09,A,13718.106,E,14009.216,E,14432.186,E,15090.979,E,14028.693,E,13421.046,E,11700,E,10700,E,7890,A,14488,A,8894,A,12147,A,13725,A,10464,E,11042,E,10496,A,11518,A
Libya,Tonnes - live weight,32585,E,31951.333,E,31803.545,E,32335,E,32144.06,E,31873.99,E,29919.389,E,25730,E,24633,E,35504,E,34654,E,30004,E,50006,E,52117.3,A,47650,A,31926,A,34652,E,37395,E,39902,E,41834,E,44013,E,47296,E,49969,E
Liechtenstein,Tonnes - live weight,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N
Lithuania,Tonnes - live weight,106922.147,A,96152.482,A,90991.355,A,102219.9,A,75019.24,A,89770,A,106945,A,85144,A,150067,A,90871,A,66970,A,138557,A,149851,A,172692,A,182760,A,187513,A,154548,A,139785,A,161988,A,157205,A,150146,A,150831,A,78988,A
Luxembourg,Tonnes - live weight,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N
Madagascar,Number,0,A,0,A,0,A,0,A,,,,,500,A,154,A,3,A,0,A,0,A,0,A,0,A,2450,A,2640,A,5550,A,6660,A,4850,A,4760,A,7300,A,6936,A,9408,A,6606,A
